card_id,card_name,card_set,rarity,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
bwp-BW24,Zekrom,BW Black Star Promos,Promo,5.0,2.18,2.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
bw8-34,Manaphy,Plasma Storm,Rare Holo,1.99,0.94,0.69,0.66,2.99,0.5,0.99,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
gym2-37,Brock's Vulpix,Gym Challenge,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
sm4-27,Milotic,Crimson Invasion,Rare Holo,2.5,0.39,0.29,0.21,2.98,0.18,0.33,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
xy10-34,Duosion,Fates Collide,Uncommon,0,0,0,0,1.44,0.2,0.48,0.42,0,0,0,0,0,0,0,0,2.0,0.19,0.02,0.16,2024-04-03T20:32:45.876304Z
ecard1-26,Rapidash,Expedition Base Set,Rare Holo,66.66,39.78,59.99,34.95,24.99,16.67,17.51,20.42,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
neo4-34,Dark Flaaffy,Neo Destiny,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
xy12-28,Seel,Evolutions,Common,0,0,0,0,2.68,0.05,0.25,0.2,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-03T20:32:45.876304Z
xyp-XY26,Pyroar,XY Black Star Promos,Promo,3.11,0.5,0.52,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
pl3-32,Lunatone,Supreme Victors,Rare,0,0,0,0,1.99,0.7,1.4,1.39,0,0,0,0,0,0,0,0,1.55,0.81,0.25,1.29,2024-04-03T20:32:45.876304Z
neo1-29,Bayleef,Neo Genesis,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
pl4-36,Gastly,Arceus,Uncommon,0,0,0,0,11.0,1.26,3.85,4.52,0,0,0,0,0,0,0,0,4.0,0.65,0.3,0.66,2024-04-03T20:32:45.876304Z
xy6-33,Deoxys,Roaring Skies,Rare Holo,3.15,0.98,1.0,0.49,4.55,0.5,1.04,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
base4-36,Dewgong,Base Set 2,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0.85,0.34,0.97,2024-04-03T20:32:45.876304Z
base5-32,Dark Charmeleon,Team Rocket,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ex7-33,Dark Flaaffy,Team Rocket Returns,Uncommon,0,0,0,0,29.99,12.5,18.9,13.01,0,0,0,0,0,0,0,0,3.99,2.1,1.75,3.1,2024-04-03T20:32:45.876304Z
gym1-35,Blaine's Growlithe,Gym Heroes,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dp5-28,Plusle,Majestic Dawn,Rare,0,0,0,0,2.95,0.85,1.5,2.85,0,0,0,0,0,0,0,0,2.31,0.87,0.75,1.05,2024-04-03T20:32:45.876304Z
ex15-25,Xatu δ,Dragon Frontiers,Rare,0,0,0,0,16.77,2.76,4.15,4.14,0,0,0,0,0,0,0,0,2.5,1.2,0.71,1.08,2024-04-03T20:32:45.876304Z
sm35-26,Keldeo,Shining Legends,Rare Holo,1.34,0.3,0.21,0.07,1.95,0.27,0.7,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ecard2-7,Donphan,Aquapolis,Rare,0,0,0,0,30.49,13.49,14.99,21.01,0,0,0,0,0,0,0,0,15.16,13.01,4.63,13.1,2024-04-03T20:32:45.876304Z
bw6-38,Mareep,Dragons Exalted,Common,0,0,0,0,1.67,0.45,0.57,0.48,0,0,0,0,0,0,0,0,4.24,0.3,0.24,0.32,2024-04-03T20:32:45.876304Z
sm7-33,Mudkip,Celestial Storm,Common,0,0,0,0,1.55,0.33,0.49,0.44,0,0,0,0,0,0,0,0,2.0,0.23,0.05,0.19,2024-04-03T20:32:45.876304Z
base1-35,Magikarp,Base,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1.04,0.29,1.65,2024-04-03T20:32:45.876304Z
ex16-27,Cacturne,Power Keepers,Uncommon,0,0,0,0,5.39,1.31,2.04,1.85,0,0,0,0,0,0,0,0,2.85,0.37,0.19,0.39,2024-04-03T20:32:45.876304Z
sm8-34,Virizion-GX,Lost Thunder,Rare Holo GX,5.0,1.73,1.48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
pl2-31,Raichu GL,Rising Rivals,Rare,0,0,0,0,11.0,5.46,5.75,9.79,0,0,0,0,0,0,0,0,4.95,3.45,1.55,3.01,2024-04-03T20:32:45.876304Z
sm12-38,Blastoise & Piplup-GX,Cosmic Eclipse,Rare Holo GX,35.2,16.0,14.91,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dp1-36,Purugly,Diamond & Pearl,Rare,0,0,0,0,9.87,0.99,1.81,1.79,0,0,0,0,0,0,0,0,999.99,1.34,0.46,2.58,2024-04-03T20:32:45.876304Z
ex11-34,Castform,Delta Species,Uncommon,0,0,0,0,13.97,2.75,3.45,2.77,0,0,0,0,0,0,0,0,6.97,0.68,0.38,0.67,2024-04-03T20:32:45.876304Z
hgss3-32,Pinsir,HS—Undaunted,Uncommon,0,0,0,0,1.66,0.37,0.53,0.74,0,0,0,0,0,0,0,0,1.13,0.35,0.17,0.35,2024-04-03T20:32:45.876304Z
xy3-25,Amaura,Furious Fists,Uncommon,0,0,0,0,1.95,0.36,1.0,1.25,0,0,0,0,0,0,0,0,2.48,0.5,0.2,0.6,2024-04-03T20:32:45.876304Z
xy8-30,Starmie,BREAKthrough,Uncommon,0,0,0,0,7.57,0.15,0.41,0.31,0,0,0,0,0,0,0,0,2.0,0.2,0.03,0.12,2024-04-03T20:32:45.876304Z
bw9-33,Electrode,Plasma Freeze,Rare Holo,15.99,6.81,6.81,1.74,25.0,1.98,4.5,4.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
neo2-27,Politoed,Neo Discovery,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
g1-23,Gyarados,Generations,Rare,0,0,0,0,10.5,1.68,3.06,3.06,0,0,0,0,0,0,0,0,1.95,0.47,0.2,0.42,2024-04-03T20:32:45.876304Z
ex12-37,Kecleon,Legend Maker,Uncommon,0,0,0,0,16.68,8.26,11.99,11.73,0,0,0,0,0,0,0,0,5.71,0.82,0.41,0.91,2024-04-03T20:32:45.876304Z
sm6-30,Avalugg,Forbidden Light,Rare,0,0,0,0,1.95,0.27,0.46,0.46,0,0,0,0,0,0,0,0,1.46,0.35,0.23,0.35,2024-04-03T20:32:45.876304Z
sm5-35,Buizel,Ultra Prism,Common,0,0,0,0,4.15,0.15,0.25,0.24,0,0,0,0,0,0,0,0,5.0,0.15,0.03,0.06,2024-04-03T20:32:45.876304Z
sm2-35,Vanilluxe,Guardians Rising,Rare,0,0,0,0,1.37,0.15,0.3,0.25,0,0,0,0,0,0,0,0,2.72,0.25,0.06,0.18,2024-04-03T20:32:45.876304Z
hsp-HGSS25,Hitmonlee,HGSS Black Star Promos,Promo,999.99,5.1,5.27,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
xy1-35,Lapras,XY,Rare Holo,7.19,1.98,2.23,0.72,5.29,2.75,3.93,4.32,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ex13-33,Torkoal,Holon Phantoms,Rare,0,0,0,0,8.0,4.98,6.47,8.0,0,0,0,0,0,0,0,0,4.24,1.19,0.35,1.31,2024-04-03T20:32:45.876304Z
ex10-34,Aipom,Unseen Forces,Uncommon,0,0,0,0,16.37,10.59,12.23,9.53,0,0,0,0,0,0,0,0,5.67,2.04,1.06,2.09,2024-04-03T20:32:45.876304Z
sm9-37,Alolan Golem,Team Up,Rare,0,0,0,0,1.38,0.45,0.66,0.66,0,0,0,0,0,0,0,0,1.36,0.4,0.22,0.38,2024-04-03T20:32:45.876304Z
ex14-33,Gulpin,Crystal Guardians,Uncommon,0,0,0,0,4.15,0.49,2.75,3.04,0,0,0,0,0,0,0,0,4.99,0.41,0.2,0.54,2024-04-03T20:32:45.876304Z
col1-36,Tyrogue,Call of Legends,Rare,0,0,0,0,5.39,1.0,3.02,1.55,0,0,0,0,0,0,0,0,2.66,1.05,0.4,1.07,2024-04-03T20:32:45.876304Z
ex3-34,Houndoom,Dragon,Uncommon,0,0,0,0,19.27,9.99,15.62,14.52,0,0,0,0,0,0,0,0,2.99,1.91,1.37,1.82,2024-04-03T20:32:45.876304Z
dp3-39,Unown [S],Secret Wonders,Rare,0,0,0,0,3.49,0.8,2.02,2.59,0,0,0,0,0,0,0,0,2.49,1.21,0.75,1.41,2024-04-03T20:32:45.877304Z
bw7-37,Azumarill,Boundaries Crossed,Uncommon,0,0,0,0,6.99,0.32,0.73,0.53,0,0,0,0,0,0,0,0,3.57,0.42,0.19,0.42,2024-04-03T20:32:45.877304Z
bw1-33,Panpour,Black & White,Common,0,0,0,0,8.99,0.35,0.53,0.61,0,0,0,0,0,0,0,0,1.27,0.24,0.05,0.25,2024-04-03T20:32:45.877304Z
ex4-35,Team Magma's Houndour,Team Magma vs Team Aqua,Uncommon,0,0,0,0,8.5,2.79,4.45,5.73,0,0,0,0,0,0,0,0,2.52,1.1,0.85,1.85,2024-04-03T20:32:45.877304Z
bw10-40,Musharna,Plasma Blast,Uncommon,0,0,0,0,4.24,0.26,0.4,0.33,0,0,0,0,0,0,0,0,1.37,0.25,0.14,0.25,2024-04-03T20:32:45.877304Z
dc1-26,Team Aqua Grunt,Double Crisis,Uncommon,0,0,0,0,8.09,3.62,5.39,3.91,0,0,0,0,0,0,0,0,1.5,0.57,0.25,0.7,2024-04-03T20:32:45.877304Z
bw8-35,Vanillite,Plasma Storm,Common,0,0,0,0,1.5,0.22,0.32,0.29,0,0,0,0,0,0,0,0,3.23,0.25,0.07,0.23,2024-04-03T20:32:45.877304Z
pl3-33,Mawile,Supreme Victors,Rare,0,0,0,0,4.06,1.32,2.38,2.25,0,0,0,0,0,0,0,0,8.9,3.25,0.78,3.37,2024-04-03T20:32:45.877304Z
neo1-30,Clefairy,Neo Genesis,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
sm7-34,Marshtomp,Celestial Storm,Uncommon,0,0,0,0,1.6,0.35,0.57,0.52,0,0,0,0,0,0,0,0,5.0,0.37,0.25,0.36,2024-04-03T20:32:45.877304Z
ex16-28,Charmeleon,Power Keepers,Uncommon,0,0,0,0,34.72,21.84,29.99,29.34,0,0,0,0,0,0,0,0,2.34,0.85,0.25,0.98,2024-04-03T20:32:45.877304Z
xy2-41,Toxicroak-EX,Flashfire,Rare Holo EX,4.89,2.51,2.25,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ex9-36,Marshtomp,Emerald,Uncommon,0,0,0,0,19.99,9.99,12.94,19.99,0,0,0,0,0,0,0,0,2.72,0.92,0.69,1.2,2024-04-03T20:32:45.877304Z
gym2-38,Erika's Bellsprout,Gym Challenge,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
base2-27,Snorlax,Jungle,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
pl2-32,Rhyperior E4,Rising Rivals,Rare,0,0,0,0,2.67,0.75,1.25,1.25,0,0,0,0,0,0,0,0,2.0,0.59,0.4,0.51,2024-04-03T20:32:45.877304Z
neo3-30,Graveler,Neo Revelation,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ex3-35,Magneton,Dragon,Uncommon,0,0,0,0,2.25,1.4,1.61,1.59,0,0,0,0,0,0,0,0,1.49,0.36,0.22,0.34,2024-04-03T20:32:45.877304Z
swsh3-31,Fletchinder,Darkness Ablaze,Uncommon,0,0,0,0,4.98,0.05,0.2,0.18,0,0,0,0,0,0,0,0,213.0,0.1,0.01,0.04,2024-04-03T20:32:45.877304Z
dp5-29,Scizor,Majestic Dawn,Rare,0,0,0,0,11.0,5.09,9.25,8.8,0,0,0,0,0,0,0,0,4.72,2.52,2.46,3.36,2024-04-03T20:32:45.877304Z
pl4-37,Graveler,Arceus,Uncommon,0,0,0,0,2.0,0.45,0.75,0.73,0,0,0,0,0,0,0,0,4.24,0.33,0.12,0.35,2024-04-03T20:32:45.877304Z
hgss2-34,Minun,HS—Unleashed,Uncommon,0,0,0,0,2.46,0.69,1.75,1.99,0,0,0,0,0,0,0,0,1.49,0.36,0.24,0.4,2024-04-03T20:32:45.877304Z
bw1-34,Simipour,Black & White,Uncommon,0,0,0,0,1.49,0.3,0.5,0.5,0,0,0,0,0,0,0,0,3.82,0.25,0.05,0.47,2024-04-03T20:32:45.877304Z
sm2-36,Alomomola,Guardians Rising,Uncommon,0,0,0,0,1.34,0.11,0.25,0.24,0,0,0,0,0,0,0,0,2.0,0.2,0.02,0.18,2024-04-03T20:32:45.877304Z
dp4-31,Weezing,Great Encounters,Rare,0,0,0,0,3.99,0.99,1.18,1.01,0,0,0,0,0,0,0,0,3.0,1.03,0.48,1.19,2024-04-03T20:32:45.877304Z
basep-32,Smeargle,Wizards Black Star Promos,Promo,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.877304Z
sm11-29,Lampent,Unified Minds,Uncommon,0,0,0,0,4.99,0.15,0.35,0.32,0,0,0,0,0,0,0,0,4.99,0.2,0.04,0.12,2024-04-03T20:32:45.877304Z
sma-SV29,Magnezone,Hidden Fates Shiny Vault,Rare Shiny,7.99,2.73,2.65,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ex11-35,Ditto,Delta Species,Uncommon,0,0,0,0,27.79,22.01,24.99,24.99,0,0,0,0,0,0,0,0,15.87,7.54,5.98,7.64,2024-04-03T20:32:45.877304Z
ecard2-8,Electrode,Aquapolis,Rare,0,0,0,0,30.18,9.99,19.99,8.01,0,0,0,0,0,0,0,0,7.97,4.79,3.63,5.16,2024-04-03T20:32:45.877304Z
pl1-36,Ninetales,Platinum,Rare,0,0,0,0,12.99,3.74,5.0,10.63,0,0,0,0,0,0,0,0,5.0,1.97,0.43,2.33,2024-04-03T20:32:45.877304Z
gym1-36,Blaine's Kangaskhan,Gym Heroes,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
bw7-38,Delibird,Boundaries Crossed,Uncommon,0,0,0,0,2.44,0.35,0.68,0.52,0,0,0,0,0,0,0,0,1.49,0.3,0.09,0.31,2024-04-03T20:32:45.877304Z
ex2-29,Arbok,Sandstorm,Uncommon,0,0,0,0,42.52,2.79,3.09,3.0,0,0,0,0,0,0,0,0,3.01,1.06,0.94,1.03,2024-04-03T20:32:45.877304Z
ex8-36,Lunatone,Deoxys,Uncommon,0,0,0,0,8.99,4.8,5.83,5.29,0,0,0,0,0,0,0,0,2.22,0.98,0.5,1.1,2024-04-03T20:32:45.877304Z
bw3-31,Jellicent,Noble Victories,Rare,0,0,0,0,4.24,2.0,2.25,2.18,0,0,0,0,0,0,0,0,2.22,1.35,0.99,1.49,2024-04-03T20:32:45.877304Z
sm6-31,Volcanion ◇,Forbidden Light,Rare Prism Star,4.29,1.16,1.06,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
xy5-36,Swampert,Primal Clash,Rare Holo,15.0,4.97,4.9,3.44,9.71,3.75,5.15,4.87,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
sm75-35,Dratini,Dragon Majesty,Common,0,0,0,0,2.95,0.49,0.69,0.69,0,0,0,0,0,0,0,0,1.32,0.22,0.1,0.21,2024-04-03T20:32:45.877304Z
sm115-37,Cubone,Hidden Fates,Common,0,0,0,0,4.34,0.02,0.3,0.27,0,0,0,0,0,0,0,0,1.24,0.1,0.01,0.07,2024-04-03T20:32:45.877304Z
base3-38,Kingler,Fossil,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ecard3-1,Aerodactyl,Skyridge,Rare,0,0,0,0,68.39,58.99,64.0,25.0,0,0,0,0,0,0,0,0,25.0,15.16,9.27,14.7,2024-04-03T20:32:45.877304Z
dp2-29,Mantine,Mysterious Treasures,Rare,0,0,0,0,3.29,0.65,1.06,1.06,0,0,0,0,0,0,0,0,1.99,0.46,0.15,0.45,2024-04-03T20:32:45.877304Z
xy11-37,Avalugg,Steam Siege,Rare,0,0,0,0,2.95,0.17,0.35,0.33,0,0,0,0,0,0,0,0,4.52,0.25,0.09,0.2,2024-04-03T20:32:45.877304Z
bw4-40,Raichu,Next Destinies,Uncommon,0,0,0,0,4.74,1.15,3.14,3.49,0,0,0,0,0,0,0,0,3.0,0.61,0.4,0.67,2024-04-03T20:32:45.877304Z
sm1-35,Lapras-GX,Sun & Moon,Rare Holo GX,19.99,1.45,1.15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
xy0-29,Bidoof,Kalos Starter Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,7.66,5.99,8.46,2024-04-03T20:32:45.877304Z
swsh2-30,Magmortar,Rebel Clash,Rare,0,0,0,0,6.0,0.39,0.63,0.54,0,0,0,0,0,0,0,0,4.98,0.25,0.14,0.21,2024-04-03T20:32:45.877304Z
sm35-27,Shining Volcanion,Shining Legends,Rare Shining,29.99,4.33,3.78,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
hgss1-40,Donphan,HeartGold & SoulSilver,Uncommon,0,0,0,0,4.03,0.27,1.1,1.27,0,0,0,0,0,0,0,0,2.81,0.39,0.23,0.37,2024-04-03T20:32:45.877304Z
ex10-35,Bayleef,Unseen Forces,Uncommon,0,0,0,0,14.99,10.7,12.25,11.25,0,0,0,0,0,0,0,0,3.64,0.53,0.2,0.61,2024-04-03T20:32:45.877304Z
smp-SM28,Vikavolt,SM Black Star Promos,Promo,2.75,0.39,0.37,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
base1-36,Magmar,Base,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1.4,0.5,1.72,2024-04-03T20:32:45.877304Z
ex15-26,Bayleef δ,Dragon Frontiers,Uncommon,0,0,0,0,28.0,4.99,12.14,13.49,0,0,0,0,0,0,0,0,11.0,1.17,0.45,1.22,2024-04-03T20:32:45.877304Z
xy7-36,Hoopa-EX,Ancient Origins,Rare Holo EX,5.1,2.5,2.37,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
bw11-39,Samurott,Legendary Treasures,Rare Holo,11.22,2.11,2.11,0.64,7.14,1.48,2.41,2.59,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
sm5-36,Floatzel,Ultra Prism,Uncommon,0,0,0,0,1.95,0.17,0.32,0.26,0,0,0,0,0,0,0,0,1.27,0.2,0.04,0.12,2024-04-03T20:32:45.877304Z
ex5-29,Beldum,Hidden Legends,Uncommon,0,0,0,0,5.5,3.69,5.1,5.0,0,0,0,0,0,0,0,0,2.95,1.87,1.29,2.13,2024-04-03T20:32:45.877304Z
sm12-39,Alolan Vulpix,Cosmic Eclipse,Common,0,0,0,0,1.47,0.23,0.5,0.47,0,0,0,0,0,0,0,0,1.31,0.22,0.09,0.22,2024-04-03T20:32:45.877304Z
hgss4-38,Lickilicky,HS—Triumphant,Uncommon,0,0,0,0,2.16,0.56,0.98,0.76,0,0,0,0,0,0,0,0,8.99,0.38,0.25,0.37,2024-04-03T20:32:45.877304Z
swsh35-37,Galarian Obstagoon,Champion's Path,Rare Holo,2.0,0.25,0.17,0.01,2.95,0.1,0.26,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
bw2-29,Cubchoo,Emerging Powers,Common,0,0,0,0,3.51,0.1,1.62,1.98,0,0,0,0,0,0,0,0,3.4,0.25,0.12,0.25,2024-04-03T20:32:45.877304Z
xy9-27,M Gyarados-EX,BREAKpoint,Rare Holo EX,22.61,15.63,17.67,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
sm8-35,Skiddo,Lost Thunder,Common,0,0,0,0,1.5,0.06,0.29,0.22,0,0,0,0,0,0,0,0,1.4,0.15,0.03,0.05,2024-04-03T20:32:45.877304Z
ex6-32,Drowzee,FireRed & LeafGreen,Uncommon,0,0,0,0,6.76,6.76,6.76,7.51,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
base5-33,Dark Dragonair,Team Rocket,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
xy3-26,Aurorus,Furious Fists,Rare,0,0,0,0,2.67,0.5,2.56,2.62,0,0,0,0,0,0,0,0,4.94,1.58,1.29,1.56,2024-04-03T20:32:45.877304Z
base6-31,Nidoking,Legendary Collection,Rare,0,0,0,0,115.0,51.87,97.0,65.75,0,0,0,0,0,0,0,0,10.99,5.72,3.97,6.29,2024-04-03T20:32:45.877304Z
dp1-37,Snorlax,Diamond & Pearl,Rare,0,0,0,0,99.99,3.46,8.34,14.6,0,0,0,0,0,0,0,0,6.59,2.85,2.0,3.83,2024-04-03T20:32:45.877304Z
xy12-29,Dewgong,Evolutions,Rare,0,0,0,0,4.0,0.25,0.6,0.44,0,0,0,0,0,0,0,0,5.0,0.17,0.04,0.1,2024-04-03T20:32:45.877304Z
dp3-40,Weavile,Secret Wonders,Rare,0,0,0,0,5.97,1.01,3.21,3.77,0,0,0,0,0,0,0,0,1.79,0.9,0.66,1.18,2024-04-03T20:32:45.877304Z
xy10-35,Reuniclus,Fates Collide,Rare,0,0,0,0,3.71,0.21,0.44,0.42,0,0,0,0,0,0,0,0,4.52,0.29,0.15,0.24,2024-04-03T20:32:45.877304Z
sm4-28,Regice,Crimson Invasion,Rare Holo,3.61,0.44,0.29,0.17,9.46,0.1,0.45,0.31,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
bw5-29,Empoleon,Dark Explorers,Rare Holo,6.64,1.94,2.13,1.35,6.99,2.17,2.55,2.79,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
dp7-27,Staraptor,Stormfront,Rare,0,0,0,0,3.45,1.65,2.19,1.88,0,0,0,0,0,0,0,0,1.99,0.81,0.38,1.41,2024-04-03T20:32:45.877304Z
xyp-XY27,Champions Festival,XY Black Star Promos,Promo,399.0,374.5,,349.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
swshp-SWSH027,Noctowl,SWSH Black Star Promos,Promo,9.99,1.75,2.22,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ex7-34,Dark Golbat,Team Rocket Returns,Uncommon,0,0,0,0,29.99,16.98,22.46,11.21,0,0,0,0,0,0,0,0,6.56,1.29,0.99,1.49,2024-04-03T20:32:45.877304Z
bw9-34,Jolteon,Plasma Freeze,Uncommon,0,0,0,0,15.99,6.15,8.4,12.8,0,0,0,0,0,0,0,0,3.69,0.99,0.35,0.86,2024-04-03T20:32:45.877304Z
sm3-32,Magikarp,Burning Shadows,Common,0,0,0,0,2.0,0.02,0.34,0.34,0,0,0,0,0,0,0,0,5.0,0.15,0.01,0.12,2024-04-03T20:32:45.877304Z
neo2-28,Poliwrath,Neo Discovery,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
neo4-35,Dark Forretress,Neo Destiny,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ex14-34,Ivysaur,Crystal Guardians,Uncommon,0,0,0,0,15.6,15.55,15.56,16.38,0,0,0,0,0,0,0,0,5.0,1.5,0.55,1.32,2024-04-03T20:32:45.877304Z
hgss3-33,Raichu,HS—Undaunted,Uncommon,0,0,0,0,8.24,5.33,6.6,6.65,0,0,0,0,0,0,0,0,4.73,1.52,0.65,1.54,2024-04-03T20:32:45.877304Z
bw6-39,Flaaffy,Dragons Exalted,Uncommon,0,0,0,0,1.66,0.6,0.95,0.86,0,0,0,0,0,0,0,0,1.47,0.3,0.25,0.29,2024-04-03T20:32:45.877304Z
dp6-29,Groudon,Legends Awakened,Rare,0,0,0,0,13.49,2.97,8.8,9.22,0,0,0,0,0,0,0,0,6.27,4.38,1.25,4.61,2024-04-03T20:32:45.877304Z
xy1-36,Corsola,XY,Uncommon,0,0,0,0,2.01,0.26,0.5,0.5,0,0,0,0,0,0,0,0,1.35,0.24,0.1,0.24,2024-04-03T20:32:45.877304Z
xy6-34,Gallade-EX,Roaring Skies,Rare Holo EX,999.99,1.78,1.41,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
ex13-34,Zangoose,Holon Phantoms,Rare,0,0,0,0,13.97,4.0,7.25,6.48,0,0,0,0,0,0,0,0,12.84,0.7,0.3,0.68,2024-04-03T20:32:45.877304Z
g1-24,Vaporeon-EX,Generations,Rare Holo EX,33.0,9.67,8.9,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
swsh1-36,Cinderace,Sword & Shield,Rare,0,0,0,0,12.99,0.25,0.42,0.43,0,0,0,0,0,0,0,0,9.99,0.31,0.11,0.33,2024-04-03T20:32:45.877304Z
swsh4-33,Oshawott,Vivid Voltage,Common,0,0,0,0,999.0,0.05,0.17,0.13,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.04,2024-04-03T20:32:45.877304Z
ecard1-27,Skarmory,Expedition Base Set,Rare Holo,74.99,46.4,48.81,26.69,32.0,12.24,20.62,12.88,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.877304Z
sm9-38,Voltorb,Team Up,Common,0,0,0,0,1.09,0.1,0.3,0.16,0,0,0,0,0,0,0,0,1.39,0.14,0.03,0.08,2024-04-03T20:32:45.877304Z
