card_id,card_name,card_set,rarity,card_print_number,set_printed_total,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
ex13-38,Claydol,Holon Phantoms,Uncommon,38,110,0,0,0,0,5.99,2.11,2.26,5.14,0,0,0,0,0,0,0,0,1.99,0.47,0.19,0.53,2024-04-04T19:13:21.764612Z
dp7-31,Vespiquen,Stormfront,Rare,31,100,0,0,0,0,2.8,0.9,1.27,1.95,0,0,0,0,0,0,0,0,5.8,0.78,0.6,0.82,2024-04-04T19:13:21.764612Z
neo1-34,Flaaffy,Neo Genesis,Uncommon,34,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
sm75-38,Vibrava,Dragon Majesty,Common,38,70,0,0,0,0,1.0,0.24,0.4,0.38,0,0,0,0,0,0,0,0,1.11,0.2,0.05,0.19,2024-04-04T19:13:21.764612Z
base5-36,Dark Gloom,Team Rocket,Uncommon,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
bw3-35,Blitzle,Noble Victories,Common,35,101,0,0,0,0,24.0,6.25,7.5,9.45,0,0,0,0,0,0,0,0,13.75,2.83,1.71,2.78,2024-04-04T19:13:21.764612Z
swsh4-36,Galarian Darmanitan V,Vivid Voltage,Rare Holo V,36,185,9.95,0.99,0.43,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
xy3-29,Electabuzz,Furious Fists,Common,29,111,0,0,0,0,3.95,0.1,0.45,0.48,0,0,0,0,0,0,0,0,1.0,0.24,0.05,0.23,2024-04-04T19:13:21.764612Z
sma-SV32,Celesteela,Hidden Fates Shiny Vault,Rare Shiny,SV32,94,5.58,2.17,2.09,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
ex12-42,Roselia,Legend Maker,Uncommon,42,92,0,0,0,0,7.44,3.99,5.9,6.09,0,0,0,0,0,0,0,0,1.99,0.68,0.24,0.71,2024-04-04T19:13:21.764612Z
dpp-DP38,Giratina LV.X,DP Black Star Promos,Promo,DP38,56,26.84,21.4,25.66,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
ex4-40,Cubone,Team Magma vs Team Aqua,Common,40,95,0,0,0,0,36.63,8.93,11.72,20.36,0,0,0,0,0,0,0,0,4.96,1.53,0.75,1.47,2024-04-04T19:13:21.764612Z
xy0-31,Fletchling,Kalos Starter Set,,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.7,0.39,1.06,2024-04-04T19:13:21.764612Z
neo4-38,Dark Pupitar,Neo Destiny,Uncommon,38,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
swshp-SWSH031,Morpeko,SWSH Black Star Promos,Promo,SWSH031,307,4.98,0.25,0.16,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
xy12-32,Starmie BREAK,Evolutions,Rare BREAK,32,108,16.95,1.35,1.34,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
neo3-34,Octillery,Neo Revelation,Uncommon,34,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
ex3-39,Seadra,Dragon,Uncommon,39,97,0,0,0,0,8.99,1.87,3.01,1.94,0,0,0,0,0,0,0,0,1.49,0.75,0.35,0.59,2024-04-04T19:13:21.764612Z
ex7-37,Dark Houndoom,Team Rocket Returns,Uncommon,37,109,0,0,0,0,39.81,38.48,38.58,34.99,0,0,0,0,0,0,0,0,7.89,5.1,2.45,5.14,2024-04-04T19:13:21.764612Z
sm9-40,Zapdos,Team Up,Rare Holo,40,181,999.99,2.44,2.63,2.0,7.44,1.99,2.47,2.15,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
dc1-30,Team Magma Grunt,Double Crisis,Uncommon,30,34,0,0,0,0,11.0,0.5,1.5,2.47,0,0,0,0,0,0,0,0,1.49,0.6,0.2,0.73,2024-04-04T19:13:21.764612Z
xy10-38,Kabuto,Fates Collide,Uncommon,38,124,0,0,0,0,2.68,0.14,0.4,0.38,0,0,0,0,0,0,0,0,2.0,0.24,0.06,0.22,2024-04-04T19:13:21.764612Z
xy9-31,Palkia-EX,BREAKpoint,Rare Holo EX,31,122,5.0,2.12,2.14,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
ex6-35,Ivysaur,FireRed & LeafGreen,Uncommon,35,112,0,0,0,0,30.69,12.45,15.15,17.33,0,0,0,0,0,0,0,0,8.01,1.46,0.39,1.59,2024-04-04T19:13:21.764612Z
swsh2-33,Chandelure,Rebel Clash,Rare Holo,33,192,4.98,0.32,0.26,0.1,4.98,0.15,0.48,0.46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
dp2-33,Rampardos,Mysterious Treasures,Rare,33,123,0,0,0,0,10.74,0.95,2.99,2.99,0,0,0,0,0,0,0,0,7.71,0.98,0.75,1.53,2024-04-04T19:13:21.764612Z
smp-SM30a,Tapu Koko,SM Black Star Promos,Promo,SM30a,248,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.764612Z
base6-34,Pidgeotto,Legendary Collection,Rare,34,110,0,0,0,0,49.7,36.0,39.99,41.92,0,0,0,0,0,0,0,0,9.97,4.99,2.48,4.95,2024-04-04T19:13:21.764612Z
base3-41,Sandslash,Fossil,Uncommon,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
base2-30,Victreebel,Jungle,Rare,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
dp4-34,Cacturne,Great Encounters,Uncommon,34,106,0,0,0,0,2.5,1.19,1.99,1.99,0,0,0,0,0,0,0,0,1.66,0.25,0.1,0.42,2024-04-04T19:13:21.764612Z
hgss3-37,Skuntank,HS—Undaunted,Uncommon,37,90,0,0,0,0,11.84,0.35,0.7,0.69,0,0,0,0,0,0,0,0,1.25,0.29,0.15,0.27,2024-04-04T19:13:21.764612Z
dp6-33,Lopunny,Legends Awakened,Rare,33,146,0,0,0,0,12.69,0.74,1.4,10.0,0,0,0,0,0,0,0,0,5.67,0.8,0.37,1.16,2024-04-04T19:13:21.764612Z
gym1-40,Brock's Graveler,Gym Heroes,Uncommon,40,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
ecard3-5,Beedrill,Skyridge,Rare,5,144,0,0,0,0,89.99,49.67,53.99,43.94,0,0,0,0,0,0,0,0,26.12,23.75,21.51,22.51,2024-04-04T19:13:21.764612Z
hgss3-38,Slowbro,HS—Undaunted,Uncommon,38,90,0,0,0,0,4.12,1.9,2.69,3.72,0,0,0,0,0,0,0,0,1.15,0.43,0.2,0.74,2024-04-04T19:13:21.764612Z
ex16-32,Lairon,Power Keepers,Uncommon,32,108,0,0,0,0,4.94,1.74,1.94,1.84,0,0,0,0,0,0,0,0,4.24,0.43,0.24,0.55,2024-04-04T19:13:21.764612Z
bw5-33,Vanillite,Dark Explorers,Common,33,108,0,0,0,0,3.62,0.29,0.52,0.39,0,0,0,0,0,0,0,0,1.28,0.24,0.15,0.22,2024-04-04T19:13:21.764612Z
neo1-35,Furret,Neo Genesis,Uncommon,35,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.764612Z
ex6-36,Kakuna,FireRed & LeafGreen,Uncommon,36,112,0,0,0,0,6.42,3.75,5.5,5.92,0,0,0,0,0,0,0,0,1.33,0.35,0.19,0.56,2024-04-04T19:13:21.764612Z
bw1-37,Swanna,Black & White,Rare,37,114,0,0,0,0,2.99,0.55,0.99,0.68,0,0,0,0,0,0,0,0,1.99,0.4,0.14,0.42,2024-04-04T19:13:21.764612Z
base1-41,Seel,Base,Uncommon,41,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.81,0.24,0.83,2024-04-04T19:13:21.764612Z
dp2-34,Slaking,Mysterious Treasures,Rare,34,123,0,0,0,0,5.39,0.61,1.02,0.73,0,0,0,0,0,0,0,0,7.85,0.84,0.49,0.82,2024-04-04T19:13:21.764612Z
neo3-35,Parasect,Neo Revelation,Uncommon,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
bw11-43,Kyurem,Legendary Treasures,Rare Holo,43,113,5.88,1.76,1.79,0.97,3.39,1.25,1.94,2.33,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
sm35-31,Electrode,Shining Legends,Uncommon,31,73,0,0,0,0,2.0,0.15,0.3,0.26,0,0,0,0,0,0,0,0,2.0,0.15,0.02,0.13,2024-04-04T19:13:21.766091Z
sm115-41,Jigglypuff,Hidden Fates,Common,41,68,0,0,0,0,1.24,0.25,0.43,0.38,0,0,0,0,0,0,0,0,2.95,0.12,0.02,0.05,2024-04-04T19:13:21.766091Z
xy10-39,Kabutops,Fates Collide,Rare,39,124,0,0,0,0,4.9,0.45,0.81,0.93,0,0,0,0,0,0,0,0,4.31,0.49,0.17,0.46,2024-04-04T19:13:21.766091Z
bwp-BW28,Tropical Beach,BW Black Star Promos,Promo,BW28,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.99,999.99,999.99,,2024-04-04T19:13:21.766091Z
dp7-32,Bibarel,Stormfront,Uncommon,32,100,0,0,0,0,8.65,0.39,0.62,0.82,0,0,0,0,0,0,0,0,8.99,0.25,0.16,0.22,2024-04-04T19:13:21.766091Z
bw4-44,Luxio,Next Destinies,Uncommon,44,99,0,0,0,0,5.01,0.24,0.5,0.55,0,0,0,0,0,0,0,0,1.0,0.25,0.07,0.23,2024-04-04T19:13:21.766091Z
ex9-41,Swellow,Emerald,Uncommon,41,106,0,0,0,0,6.61,6.0,6.43,6.2,0,0,0,0,0,0,0,0,1.99,0.75,0.45,0.63,2024-04-04T19:13:21.766091Z
xy6-37,Gliscor,Roaring Skies,Uncommon,37,108,0,0,0,0,3.0,0.14,0.4,0.5,0,0,0,0,0,0,0,0,3.0,0.16,0.02,0.14,2024-04-04T19:13:21.766091Z
swsh2-34,Heatmor,Rebel Clash,Uncommon,34,192,0,0,0,0,4.98,0.12,0.22,0.15,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-04T19:13:21.766091Z
ex15-29,Electabuzz δ,Dragon Frontiers,Uncommon,29,101,0,0,0,0,44.96,4.73,8.99,8.3,0,0,0,0,0,0,0,0,11.39,1.0,0.29,1.19,2024-04-04T19:13:21.766091Z
swsh1-41,Cloyster,Sword & Shield,Rare,41,202,0,0,0,0,4.98,0.25,0.46,0.46,0,0,0,0,0,0,0,0,4.98,0.23,0.05,0.15,2024-04-04T19:13:21.766091Z
ex13-39,Combusken,Holon Phantoms,Uncommon,39,110,0,0,0,0,17.48,8.34,14.78,13.0,0,0,0,0,0,0,0,0,8.91,0.49,0.2,0.53,2024-04-04T19:13:21.766091Z
swshp-SWSH032,Snorlax,SWSH Black Star Promos,Promo,SWSH032,307,33.0,8.0,8.56,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
bw6-42,Electrike,Dragons Exalted,Common,42,124,0,0,0,0,1.99,0.34,0.48,0.4,0,0,0,0,0,0,0,0,1.35,0.25,0.1,0.2,2024-04-04T19:13:21.766091Z
sm11-34,Salazzle,Unified Minds,Rare,34,236,0,0,0,0,4.99,0.15,0.38,0.34,0,0,0,0,0,0,0,0,4.99,0.25,0.1,0.19,2024-04-04T19:13:21.766091Z
bw2-33,Joltik,Emerging Powers,Common,33,98,0,0,0,0,1.0,0.24,0.51,0.78,0,0,0,0,0,0,0,0,4.24,0.25,0.11,0.26,2024-04-04T19:13:21.766091Z
dc1-31,Team Magma's Great Ball,Double Crisis,Uncommon,31,34,0,0,0,0,3.59,0.74,2.85,2.85,0,0,0,0,0,0,0,0,3.0,0.53,0.28,0.52,2024-04-04T19:13:21.766091Z
xy2-46,Graveler,Flashfire,Uncommon,46,106,0,0,0,0,3.99,0.24,0.39,0.65,0,0,0,0,0,0,0,0,3.66,0.2,0.08,0.13,2024-04-04T19:13:21.766091Z
bw9-39,Zekrom,Plasma Freeze,Rare Holo,39,116,3.95,1.0,1.74,0.73,2.49,0.75,1.05,1.24,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
dpp-DP39,Shaymin LV.X,DP Black Star Promos,Promo,DP39,56,25.72,9.16,8.8,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
hgss2-39,Pupitar,HS—Unleashed,Uncommon,39,95,0,0,0,0,5.99,0.54,0.81,0.83,0,0,0,0,0,0,0,0,8.99,0.29,0.18,0.28,2024-04-04T19:13:21.766091Z
ex1-29,Delcatty,Ruby & Sapphire,Uncommon,29,109,0,0,0,0,7.0,2.92,4.24,4.88,0,0,0,0,0,0,0,0,3.97,0.42,0.23,0.4,2024-04-04T19:13:21.766091Z
dp4-35,Combusken,Great Encounters,Uncommon,35,106,0,0,0,0,3.23,0.45,1.0,2.05,0,0,0,0,0,0,0,0,8.96,0.43,0.27,0.59,2024-04-04T19:13:21.766091Z
sma-SV33,Kartana,Hidden Fates Shiny Vault,Rare Shiny,SV33,94,7.0,1.94,1.94,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
sm5-39,Glaceon-GX,Ultra Prism,Rare Holo GX,39,156,7.0,3.0,2.51,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
gym2-43,Giovanni's Meowth,Gym Challenge,Uncommon,43,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ex2-32,Baltoy,Sandstorm,Uncommon,32,100,0,0,0,0,6.29,2.55,3.44,3.29,0,0,0,0,0,0,0,0,3.07,0.94,0.59,0.74,2024-04-04T19:13:21.766091Z
xy1-39,Froakie,XY,Common,39,146,0,0,0,0,3.15,0.21,0.74,1.45,0,0,0,0,0,0,0,0,2.95,0.26,0.08,0.35,2024-04-04T19:13:21.766091Z
xy4-35,M Gengar-EX,Phantom Forces,Rare Holo EX,35,119,96.99,32.33,32.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ex7-38,Dark Magcargo,Team Rocket Returns,Uncommon,38,109,0,0,0,0,25.0,10.5,14.95,12.51,0,0,0,0,0,0,0,0,2.49,1.16,0.69,1.14,2024-04-04T19:13:21.766091Z
sm8-39,Cyndaquil,Lost Thunder,Common,39,214,0,0,0,0,1.5,0.18,0.33,0.32,0,0,0,0,0,0,0,0,5.0,0.2,0.07,0.16,2024-04-04T19:13:21.766091Z
sm12-42,Vaporeon,Cosmic Eclipse,Uncommon,42,236,0,0,0,0,5.49,1.5,1.81,1.82,0,0,0,0,0,0,0,0,11.0,0.36,0.2,0.34,2024-04-04T19:13:21.766091Z
swsh4-37,Galarian Darmanitan VMAX,Vivid Voltage,Rare Holo VMAX,37,185,19.95,1.43,0.96,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ex12-43,Sealeo,Legend Maker,Uncommon,43,92,0,0,0,0,7.22,2.79,4.74,3.69,0,0,0,0,0,0,0,0,2.83,0.35,0.17,0.33,2024-04-04T19:13:21.766091Z
pl3-37,Mr. Mime,Supreme Victors,Rare,37,147,0,0,0,0,2.22,0.81,1.75,0.95,0,0,0,0,0,0,0,0,1.74,0.75,0.45,0.8,2024-04-04T19:13:21.766091Z
sm7-39,Wailmer,Celestial Storm,Common,39,168,0,0,0,0,1.0,0.19,0.34,0.35,0,0,0,0,0,0,0,0,2.0,0.2,0.05,0.17,2024-04-04T19:13:21.766091Z
xy12-33,Magikarp,Evolutions,Common,33,108,0,0,0,0,11.0,0.1,0.34,0.31,0,0,0,0,0,0,0,0,5.0,0.11,0.01,0.09,2024-04-04T19:13:21.766091Z
dp6-34,Mesprit,Legends Awakened,Rare,34,146,0,0,0,0,39.99,3.99,13.5,13.5,0,0,0,0,0,0,0,0,15.98,7.53,5.0,6.22,2024-04-04T19:13:21.766091Z
xy9-32,Manaphy-EX,BREAKpoint,Rare Holo EX,32,122,6.49,1.95,1.92,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
sm2-39,Mareanie,Guardians Rising,Uncommon,39,145,0,0,0,0,1.0,0.03,0.25,0.18,0,0,0,0,0,0,0,0,5.0,0.1,0.02,0.07,2024-04-04T19:13:21.766091Z
base5-37,Dark Golduck,Team Rocket,Uncommon,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ex11-38,Ditto,Delta Species,Uncommon,38,113,0,0,0,0,27.0,12.24,19.62,23.33,0,0,0,0,0,0,0,0,9.22,6.0,4.49,5.71,2024-04-04T19:13:21.766091Z
dp3-43,Wormadam Trash Cloak,Secret Wonders,Rare,43,132,0,0,0,0,5.0,0.5,1.1,2.99,0,0,0,0,0,0,0,0,1.99,0.97,0.35,1.25,2024-04-04T19:13:21.766091Z
sm10-31,Salazzle,Unbroken Bonds,Rare,31,214,0,0,0,0,3.5,0.36,0.76,0.65,0,0,0,0,0,0,0,0,2.0,0.46,0.2,0.42,2024-04-04T19:13:21.766091Z
dp5-34,Vaporeon,Majestic Dawn,Rare,34,100,0,0,0,0,10002.61,10.19,13.0,14.05,0,0,0,0,0,0,0,0,15.97,9.84,3.73,11.69,2024-04-04T19:13:21.766091Z
dp1-41,Wobbuffet,Diamond & Pearl,Rare,41,130,0,0,0,0,5.97,1.2,1.95,2.61,0,0,0,0,0,0,0,0,2.47,0.98,0.49,0.95,2024-04-04T19:13:21.766091Z
col1-40,Bayleef,Call of Legends,Uncommon,40,95,0,0,0,0,7.0,0.95,1.42,1.58,0,0,0,0,0,0,0,0,8.99,0.33,0.09,0.37,2024-04-04T19:13:21.766091Z
pl1-40,Toxicroak G,Platinum,Rare,40,127,0,0,0,0,40.0,0.74,1.49,1.09,0,0,0,0,0,0,0,0,8.99,0.8,0.38,0.78,2024-04-04T19:13:21.766091Z
bw3-36,Zebstrika,Noble Victories,Rare,36,101,0,0,0,0,5.8,0.6,1.17,1.16,0,0,0,0,0,0,0,0,3.35,0.42,0.2,0.37,2024-04-04T19:13:21.766091Z
sm9-41,Mareep,Team Up,Common,41,181,0,0,0,0,1.04,0.1,0.3,0.27,0,0,0,0,0,0,0,0,1.37,0.15,0.03,0.12,2024-04-04T19:13:21.766091Z
basep-37,Hitmontop,Wizards Black Star Promos,Promo,37,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,2.98,1.79,2.87,2024-04-04T19:13:21.766091Z
ecard3-6,Crobat,Skyridge,Rare,6,144,0,0,0,0,44.99,32.95,35.7,35.0,0,0,0,0,0,0,0,0,37.98,30.99,21.99,30.0,2024-04-04T19:13:21.766091Z
sm4-31,Alolan Raichu,Crimson Invasion,Rare Holo,31,111,1.87,0.48,0.43,0.2,9.99,0.16,0.54,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ex8-39,Masquerain,Deoxys,Uncommon,39,107,0,0,0,0,6.78,3.75,4.0,5.8,0,0,0,0,0,0,0,0,2.99,0.54,0.3,0.4,2024-04-04T19:13:21.766091Z
hgss4-43,Magneton,HS—Triumphant,Uncommon,43,102,0,0,0,0,2.01,0.9,1.0,1.4,0,0,0,0,0,0,0,0,1.83,0.36,0.19,0.42,2024-04-04T19:13:21.766091Z
neo4-39,Dark Quilava,Neo Destiny,Uncommon,39,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
sm6-35,Magneton,Forbidden Light,Uncommon,35,131,0,0,0,0,4.51,0.24,0.42,0.29,0,0,0,0,0,0,0,0,4.24,0.2,0.08,0.17,2024-04-04T19:13:21.766091Z
xy7-40,Regirock,Ancient Origins,Rare,40,98,0,0,0,0,3.99,0.19,0.46,0.35,0,0,0,0,0,0,0,0,1.0,0.27,0.1,0.29,2024-04-04T19:13:21.766091Z
base3-42,Seadra,Fossil,Uncommon,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
base6-35,Rhydon,Legendary Collection,Rare,35,110,0,0,0,0,120.0,29.49,34.23,79.99,0,0,0,0,0,0,0,0,5.99,3.79,2.41,3.7,2024-04-04T19:13:21.766091Z
swsh35-42,Scrafty,Champion's Path,Rare Holo,42,73,5.0,0.2,0.09,0.04,2.0,0.09,0.24,0.16,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
smp-SM31,Tapu Koko,SM Black Star Promos,Promo,SM31,248,2.0,0.47,0.37,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ex10-38,Croconaw,Unseen Forces,Uncommon,38,115,0,0,0,0,14.98,6.95,11.4,11.05,0,0,0,0,0,0,0,0,1.73,0.66,0.4,0.75,2024-04-04T19:13:21.766091Z
ecard1-31,Vileplume,Expedition Base Set,Rare Holo,31,165,44.0,36.94,37.46,28.99,18.0,8.75,9.76,9.95,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
xy0-32,Furfrou,Kalos Starter Set,,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99,1.4,0.39,1.47,2024-04-04T19:13:21.766091Z
ex5-33,Dodrio,Hidden Legends,Uncommon,33,101,0,0,0,0,5.99,3.01,4.0,2.79,0,0,0,0,0,0,0,0,5.82,0.32,0.19,0.3,2024-04-04T19:13:21.766091Z
bw10-44,Reuniclus,Plasma Blast,Rare,44,101,0,0,0,0,2.79,0.2,0.77,0.77,0,0,0,0,0,0,0,0,1.94,0.44,0.25,0.38,2024-04-04T19:13:21.766091Z
xy5-40,Whiscash,Primal Clash,Uncommon,40,160,0,0,0,0,1.95,0.22,0.39,0.32,0,0,0,0,0,0,0,0,1.34,0.2,0.08,0.17,2024-04-04T19:13:21.766091Z
xy8-34,Glalie-EX,BREAKthrough,Rare Holo EX,34,162,5.0,1.71,1.09,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
base4-39,Exeggutor,Base Set 2,Uncommon,39,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0.99,0.48,1.04,2024-04-04T19:13:21.766091Z
base2-31,Vileplume,Jungle,Rare,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
g1-28,Jolteon-EX,Generations,Rare Holo EX,28,83,74.99,10.0,9.19,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
sm3-36,Panpour,Burning Shadows,Common,36,147,0,0,0,0,1.06,0.05,0.25,0.15,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.05,2024-04-04T19:13:21.766091Z
bw7-42,Ducklett,Boundaries Crossed,Common,42,149,0,0,0,0,11.84,0.05,0.78,1.0,0,0,0,0,0,0,0,0,11.42,0.3,0.2,0.35,2024-04-04T19:13:21.766091Z
xyp-XY30,Blastoise-EX,XY Black Star Promos,Promo,XY30,211,9.99,3.72,4.27,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
ecard2-13,Exeggutor,Aquapolis,Rare,13,147,0,0,0,0,25.0,9.61,14.98,10.25,0,0,0,0,0,0,0,0,8.39,5.68,3.8,5.27,2024-04-04T19:13:21.766091Z
mcd11-2,Maractus,McDonald's Collection 2011,,2,12,3.22,1.39,2.77,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
xy11-42,Galvantula,Steam Siege,Rare,42,114,0,0,0,0,2.5,0.28,0.56,0.63,0,0,0,0,0,0,0,0,2.67,0.28,0.11,0.23,2024-04-04T19:13:21.766091Z
np-32,Articuno ex,Nintendo Black Star Promos,Promo,32,40,60.89,59.2,57.77,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
hgss1-45,Mantine,HeartGold & SoulSilver,Uncommon,45,123,0,0,0,0,7.87,0.45,0.99,1.59,0,0,0,0,0,0,0,0,11.42,0.43,0.24,1.36,2024-04-04T19:13:21.766091Z
ex4-41,Jigglypuff,Team Magma vs Team Aqua,Common,41,95,0,0,0,0,27.46,13.71,21.61,24.58,0,0,0,0,0,0,0,0,8.28,0.99,0.55,0.77,2024-04-04T19:13:21.766091Z
bw8-40,Cubchoo,Plasma Storm,Common,40,135,0,0,0,0,3.0,0.3,0.69,0.68,0,0,0,0,0,0,0,0,2.04,0.25,0.11,0.21,2024-04-04T19:13:21.766091Z
pl4-42,Haunter,Arceus,Uncommon,42,99,0,0,0,0,6.71,0.44,1.88,2.99,0,0,0,0,0,0,0,0,5.0,0.57,0.23,0.58,2024-04-04T19:13:21.766091Z
g1-28a,Jolteon-EX,Generations,Rare Ultra,28a,83,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.766091Z
bw4-45,Luxio,Next Destinies,Uncommon,45,99,0,0,0,0,1.25,0.25,0.47,0.47,0,0,0,0,0,0,0,0,0.99,0.25,0.03,0.2,2024-04-04T19:13:21.766091Z
xy1-40,Frogadier,XY,Uncommon,40,146,0,0,0,0,2.0,0.35,0.8,0.94,0,0,0,0,0,0,0,0,2.84,0.37,0.19,0.52,2024-04-04T19:13:21.766091Z
xy0-33,Furfrou,Kalos Starter Set,,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.72,1.03,1.82,2024-04-04T19:13:21.766091Z
col1-41,Croconaw,Call of Legends,Uncommon,41,95,0,0,0,0,7.0,0.86,1.37,1.96,0,0,0,0,0,0,0,0,0.99,0.34,0.2,0.34,2024-04-04T19:13:21.766091Z
sm11-35,Slowpoke & Psyduck-GX,Unified Minds,Rare Holo GX,35,236,29.99,14.37,15.1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.766091Z
sm8-40,Cyndaquil,Lost Thunder,Common,40,214,0,0,0,0,2.0,0.19,0.4,0.34,0,0,0,0,0,0,0,0,5.0,0.23,0.09,0.16,2024-04-04T19:13:21.766091Z
sm3-37,Simipour,Burning Shadows,Uncommon,37,147,0,0,0,0,1.08,0.04,0.24,0.13,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.05,2024-04-04T19:13:21.766091Z
